index,cui,en,en_id,isa,same_as,Usagi_en,Usagi_match_score
224,C0001127,"Acidosis, Respiratory",en_224,None,None,Respiratory acidosis (Usagi match score=0.807548583),0.807548583
225,C0001138,Acinetobacter,en_225,None,None,Acinetobacter (Usagi match score=1),1
226,C0001175,Acquired Immunodeficiency Syndrome,en_226,None,None,AIDS (Usagi match score=1),1
227,C0001271,Actins,en_227,None,None,Actin (Usagi match score=0.759394586),0.759394586
228,C0001280,Armed macrophage,en_228,isa macrophage,None,Armed macrophage (Usagi match score=1),1
229,C0001288,Activities of Daily Living,en_229,None,None,Index of activities of daily living (Usagi match score=0.903462887),0.903462887
230,C0001314,Acute Disease,en_230,None,None,Acute disease (Usagi match score=1),1
231,C0001339,"Pancreatitis, Acute",en_231,None,None,Acute pancreatitis (Usagi match score=0.781422973),0.781422973
232,C0001347,Acute-Phase Proteins,en_232,None,None,Acute phase (Usagi match score=0.518124402),0.518124402
233,C0001349,Acute-Phase Reaction,en_233,None,None,Acute phase reactant (Usagi match score=0.622954726),0.622954726
234,C0001367,Acyclovir,en_234,None,None,acyclovir (Usagi match score=1),1
235,C0001390,Acyltransferase,en_235,None,None,Methyltransferase (Usagi match score=0.817455351),0.817455351
236,C0001443,Adenosine,en_236,None,None,adenosine (Usagi match score=1),1
237,C0001461,Adenosine Diphosphate Ribose,en_237,None,None,Adenosine diphosphate (Usagi match score=0.823938549),0.823938549
238,C0001473,ATP phosphohydrolase,en_238,None,None,Phosphoric monoester hydrolase (Usagi match score=0.745898008),0.745898008
239,C0001483,Adenoviruses,en_239,None,None,Adenovirus (Usagi match score=0.885147989),0.885147989
240,C0001511,Adhesions,en_240,None,None,Adhesion (Usagi match score=0.935405731),0.935405731
241,C0001527,Adipose tissue,en_241,None,None,Adipose tissue (Usagi match score=1),1
242,C0001551,Immunologic Adjuvants,en_242,None,None,Pesticide adjuvant (Usagi match score=0.64199996),0.64199996
243,C0001559,Inhalation Drug Administration,en_243,None,None,Inhaled drug administration (Usagi match score=0.894130349),0.894130349
244,C0001560,"Administration, Intranasal",en_244,None,None,Administration (Usagi match score=0.720350564),0.720350564
245,C0001563,"Administration, Oral",en_245,None,None,Administration (Usagi match score=0.858706295),0.858706295
246,C0001613,Adrenal Cortex,en_246,None,None,Adrenal cortex structure (Usagi match score=1),1
247,C0001617,Adrenal Cortex Hormones,en_247,None,None,Adrenal cortex hormone (Usagi match score=0.978417695),0.978417695
248,C0001623,Adrenal gland hypofunction,en_248,None,None,Hypoadrenalism (Usagi match score=0.868433297),0.868433297
249,C0001627,Congenital adrenal hyperplasia,en_249,None,None,Congenital adrenal hyperplasia (Usagi match score=1),1
250,C0001645,Adrenergic beta-Antagonists,en_250,None,None,Beta-2 adrenergic receptor antagonist (Usagi match score=0.592766225),0.592766225
251,C0001648,Adrenergic Agonists,en_251,None,None,Adrenergic receptor agonist (Usagi match score=0.714445949),0.714445949
252,C0001675,Adult,en_252,None,None,Adult (Usagi match score=1),1
253,C0001701,"Exercise, Aerobic",en_253,None,None,Aerobic exercise (Usagi match score=0.81264627),0.81264627
254,C0001712,Aerosols,en_254,None,None,Aerosol (Usagi match score=0.829207838),0.829207838
255,C0001716,beta-Aminoethylisothiuronium Dihydrobromide,en_255,None,None,(2-aminoethyl) dihydrogen phosphate monosodium (Usagi match score=0.386926502),0.386926502
256,C0001758,Aftercare,en_256,None,None,Aftercare (Usagi match score=1),1
257,C0001779,Age,en_257,None,None,Age (Usagi match score=1),1
258,C0001792,Elderly,en_258,None,None,Elderly man (Usagi match score=0.862180829),0.862180829
259,C0001800,Ageusia,en_259,None,None,Loss of taste (Usagi match score=1),1
260,C0001801,agglutination,en_260,None,None,Agglutination (Usagi match score=1),1
261,C0001807,Aggressive behavior,en_261,None,None,Aggressive behavior (Usagi match score=1),1
262,C0001811,Aging,en_262,isa(infered) Aging-Related Process,None,Aging (Usagi match score=1),1
263,C0001815,Primary Myelofibrosis,en_263,None,None,Myelosclerosis with myeloid metaplasia (Usagi match score=1),1
264,C0001861,Air,en_264,None,None,Air (Usagi match score=1),1
265,C0001873,Air Pollution,en_265,None,None,Air pollution (Usagi match score=1),1
266,C0001883,Airway Obstruction,en_266,None,None,airway obstruction (Usagi match score=1),1
267,C0001924,Albumins,en_267,None,None,Albumin (Usagi match score=0.939161956),0.939161956
268,C0001927,Albuterol,en_268,None,None,albuterol (Usagi match score=1),1
269,C0001948,Alcohol consumption,en_269,None,None,Alcohol intake (Usagi match score=1),1
270,C0001956,alcohol use disorder,en_270,None,None,Alcohol use disorder (Usagi match score=1),1
271,C0001962,Ethanol,en_271,None,same_as (infered) Povidone-Iodine,ethanol (Usagi match score=1),1
272,C0001963,Methanol,en_272,None,None,methanol (Usagi match score=1),1
273,C0001973,"Alcoholic Intoxication, Chronic",en_273,None,None,Alcohol intoxication (Usagi match score=0.68484354),0.68484354
274,C0002006,Aldosterone,en_274,None,None,aldosterone (Usagi match score=1),1
275,C0002059,Alkaline Phosphatase,en_275,Alkaline Phosphatase isa(infered) Liver enzyme isa Liver,None,Alkaline phosphatase stain (Usagi match score=0.923319638),0.923319638
276,C0002062,Alkaloids,en_276,None,None,Alkaloid (Usagi match score=0.903594136),0.903594136
277,C0002073,Alkylating Agents,en_277,None,None,Alkylating agent (Usagi match score=0.959711015),0.959711015
278,C0002085,Alleles,en_278,None,None,Clelles (Usagi match score=0.806890607),0.806890607
279,C0002092,Allergens,en_279,None,None,Allergens identified in Serum (Usagi match score=1),1
280,C0002103,Allergic rhinitis NOS,en_280,None,None,Allergic rhinitis (Usagi match score=0.900328517),0.900328517
281,C0002154,Alloys,en_281,None,None,Metallic alloy (Usagi match score=0.793007672),0.793007672
282,C0002164,Almitrine,en_282,None,None,almitrine (Usagi match score=1),1
283,C0002171,Alopecia Areata,en_283,None,None,Alopecia areata (Usagi match score=1),1
284,C0002186,Alpacas,en_284,None,None,Lama pacos (Usagi match score=0.913786948),0.913786948
285,C0002199,Interferon-alpha,en_285,None,None,Interferon (Usagi match score=0.635711133),0.635711133
286,C0002199|3439,Interferon-alpha|IFNA1,en_286,None,None,IFNA1 (interferon alpha 1) gene variant measurement (Usagi match score=0.513650298),0.513650298
287,C0002260,Eflornithine,en_287,None,None,eflornithine (Usagi match score=1),1
288,C0002335,Alprostadil,en_288,None,None,alprostadil (Usagi match score=1),1
289,C0002345,Alternative Splicing,en_289,None,None,Alternative (Usagi match score=0.715506434),0.715506434
290,C0002371,Aluminum Hydroxide,en_290,None,None,aluminum hydroxide (Usagi match score=1),1
291,C0002395,Alzheimer's Disease,en_291,None,None,Alzheimer's disease (Usagi match score=1),1
292,C0002403,Amantadine,en_292,None,None,amantadine (Usagi match score=1),1
293,C0002421,Ambroxol,en_293,None,None,ambroxol (Usagi match score=1),1
294,C0002422,Ambulances,en_294,None,None,Ambulance (Usagi match score=0.930698276),0.930698276
295,C0002423,ambulatory care services,en_295,None,None,Ambulatory service (Usagi match score=0.865531385),0.865531385
296,C0002438,Amebiasis,en_296,None,None,Amebiasis (Usagi match score=1),1
297,C0002460,American Indians,en_297,None,None,American Indian (Usagi match score=0.952969313),0.952969313
298,C0002508,Amines,en_298,None,None,Amine (Usagi match score=0.779913068),0.779913068
299,C0002520,Amino Acids,en_299,None,None,Amino Acids (Usagi match score=1),1
300,C0002521,"Amino Acids, Branched-Chain",en_300,None,None,Branched-chain amino acid (Usagi match score=0.827104986),0.827104986
301,C0002556,Aminoglycosides,en_301,None,None,Aminoglycoside (Usagi match score=0.961863518),0.961863518
302,C0002563,Aminolevulinic Acid,en_302,None,None,aminolevulinic acid (Usagi match score=1),1
303,C0002598,Amiodarone,en_303,None,None,amiodarone (Usagi match score=1),1
304,C0002615,Ammonium Chloride,en_304,None,None,ammonium chloride (Usagi match score=1),1
305,C0002679,Amphotericin B,en_305,None,None,amphotericin B (Usagi match score=1),1
306,C0002688,Amputation,en_306,None,None,Amputation (Usagi match score=1),1
307,C0002712,Amylases,en_307,None,None,amylase (Usagi match score=0.905504882),0.905504882
308,C0002716,Amyloid,en_308,None,None,Amyloid deposition (Usagi match score=1),1
309,C0002726,Amyloidosis,en_309,None,None,Amyloidosis (Usagi match score=1),1
310,C0002736,Amyotrophic Lateral Sclerosis,en_310,None,None,Amyotrophic lateral sclerosis (Usagi match score=1),1
311,C0002766,Pain management,en_311,None,None,Pain Management (Usagi match score=1),1
312,C0002771,Analgesics,en_312,None,None,No sensitivity to pain (Usagi match score=0.799792111),0.799792111
313,C0002792,Anaphylaxis,en_313,None,None,Anaphylaxis (Usagi match score=1),1
314,C0002842,Androgen Antagonists,en_314,None,None,Androgen receptor antagonist (Usagi match score=0.702067554),0.702067554
315,C0002844,Androgens,en_315,None,None,Drogen (Usagi match score=0.800163269),0.800163269
316,C0002871,Anemia,en_316,None,None,Anemia (Usagi match score=1),1
317,C0002895,Sickle Cell Anemia,en_317,None,None,Sickle cell-hemoglobin SS disease (Usagi match score=1),1
318,C0002903,Anesthesia procedures,en_318,None,None,Administration of anesthesia (Usagi match score=0.983813465),0.983813465
319,C0002911,"Anesthesia, Conduction",en_319,None,None,Induction of general anesthesia (Usagi match score=0.72364229),0.72364229
320,C0002915,General Anesthesia,en_320,None,None,General anesthesia (Usagi match score=1),1
321,C0002928,Spinal Anesthesia,en_321,None,None,Spinal anesthesia (Usagi match score=1),1
322,C0002932,Anesthetics,en_322,None,None,Anesthetics (Usagi match score=1),1
323,C0002965,Unstable angina,en_323,None,None,Unstable angina (Usagi match score=1),1
324,C0002976,Angiogenesis Factor,en_324,None,None,Angiogenesis (Usagi match score=0.796385705),0.796385705
325,C0002994,Angioneurotic Edema,en_325,None,None,Angioedema (Usagi match score=1),1
326,C0002996,"Angioplasty, Balloon",en_326,None,None,Angioplasty balloon catheter (Usagi match score=0.720077157),0.720077157
327,C0003006,Angiotensin I,en_327,None,None,angiotensin II (Usagi match score=0.92418474),0.92418474
328,C0003009,Angiotensin II,en_328,None,None,angiotensin II (Usagi match score=1),1
329,C0003011,"Receptor, Angiotensin II",en_329,None,None,Angiotensin receptor (Usagi match score=0.790263593),0.790263593
330,C0003015,Angiotensin-Converting Enzyme Inhibitors,en_330,None,None,Angiotensin-converting enzyme inhibitor (Usagi match score=0.977407575),0.977407575
331,C0003017,Angiotensinogen,en_331,None,None,Angiotensinogen (Usagi match score=1),1
332,C0003018,Angiotensins,en_332,None,None,angiotensin II (Usagi match score=0.842410088),0.842410088
333,C0003047,Animal Diseases,en_333,None,None,Disease (Usagi match score=0.681153595),0.681153595
334,C0003060,Animal Viruses,en_334,isa Virus,None,Animal virus (Usagi match score=0.895977974),0.895977974
335,C0003062,Animals,en_335,None,None,Kingdom Animalia (Usagi match score=1),1
336,C0003123,Anorexia,en_336,None,None,Loss of appetite (Usagi match score=1),1
337,C0003126,Anosmia,en_337,None,None,Anosmia (Usagi match score=1),1
338,C0003158,Anthelmintics,en_338,None,None,Anthelmintic (Usagi match score=0.880694985),0.880694985
339,C0003161,Anthocyanins,en_339,None,None,Anthocyanin (Usagi match score=0.963586926),0.963586926
340,C0003204,Anti-Infective Agents,en_340,None,None,Poisoning by anti-infective agent (Usagi match score=0.798502028),0.798502028
341,C0003205,"Anti-Infective Agents, Local",en_341,None,None,Poisoning by anti-infective agent (Usagi match score=0.678208828),0.678208828
342,C0003209,Anti-Inflammatory Agents,en_342,None,None,Topical agents: Anti-inflammatories (Usagi match score=0.724246681),0.724246681
343,C0003211,"Anti-Inflammatory Agents, Non-Steroidal",en_343,None,None,Non-steroidal anti-inflammatory agent therapy (Usagi match score=0.847546577),0.847546577
344,C0003232,Antibiotics,en_344,None,None,Antibiotics (Usagi match score=1),1
345,C0003234,Anthracycline Antibiotics,en_345,None,None,Antibiotics (Usagi match score=0.678621888),0.678621888
346,C0003240,Macrolide Antibiotics,en_346,None,None,Antibiotics (Usagi match score=0.756756186),0.756756186
347,C0003241,Antibodies,en_347,None,None,Insulin antibodies (Usagi match score=0.760620952),0.760620952
348,C0003242,"Antibodies, Anti-Idiotypic",en_348,None,None,Anti-insulin antibody (Usagi match score=0.440808743),0.440808743
349,C0003243,"Antibodies, Antinuclear",en_349,None,None,Antinuclear antibody (Usagi match score=0.711649239),0.711649239
350,C0003250,Monoclonal Antibodies,en_350,None,None,Monoclonal antibodies (Usagi match score=1),1
351,C0003253,"Antibodies, Viral",en_351,None,None,Anti viral antibody (Usagi match score=0.572082996),0.572082996
352,C0003261,Antibody Formation,en_352,None,None,Body form (Usagi match score=0.761722684),0.761722684
353,C0003272,Antibody -dependent cell cytotoxicity,en_353,None,None,Antibody-dependent cellular cytotoxicity (Usagi match score=0.723359108),0.723359108
354,C0003280,Anticoagulants,en_354,None,None,Anticoagulant (Usagi match score=0.927608311),0.927608311
355,C0003281,anticoagulation,en_355,isa Supportive care,None,Anticoagulation (Usagi match score=1),1
356,C0003289,Antidepressive Agents,en_356,None,None,Antidepressives (Usagi match score=0.748935699),0.748935699
357,C0003290,"Antidepressive Agents, Tricyclic",en_357,None,None,Tricyclic Antidepressant (Usagi match score=0.629426599),0.629426599
358,C0003295,Antidotes,en_358,None,None,Injection of antidote (Usagi match score=0.734761834),0.734761834
359,C0003304,Antifibrinolytic Agents,en_359,None,None,Plasmin assay (Usagi match score=0.608700573),0.608700573
360,C0003308,Antifungal Agents,en_360,None,None,Antifungal (Usagi match score=0.819245517),0.819245517
361,C0003313,Antigen-Antibody Complex,en_361,None,None,Antigen-antibody complex (Usagi match score=1),1
362,C0003315,Antigen-Presenting Cells,en_362,None,None,Presence of cells (Usagi match score=0.492668062),0.492668062
363,C0003316,Epitopes,en_363,None,None,Epitope (Usagi match score=0.863807559),0.863807559
364,C0003319,Antigenic Variation,en_364,None,None,Antigen variation (Usagi match score=0.765478373),0.765478373
365,C0003320,Antigens,en_365,None,None,Antigen (Usagi match score=0.905495405),0.905495405
366,C0003342,"Antigens, Viral",en_366,None,None,Virus antigen (Usagi match score=0.647415936),0.647415936
367,C0003360,Antihistamines,en_367,None,None,Antihistamines [Identifier] in Urine (Usagi match score=0.891239583),0.891239583
368,C0003364,Antihypertensive Agents,en_368,None,None,Poisoning by antihypertensive agent (Usagi match score=0.805738449),0.805738449
369,C0003374,Antimalarials,en_369,None,None,Antimalarial (Usagi match score=0.873387814),0.873387814
370,C0003385,Muscarinic Antagonists,en_370,None,None,Muscarinic receptor antagonist (Usagi match score=0.721880019),0.721880019
371,C0003392,Antineoplastic Agents,en_371,None,None,Antineoplastic agent prophylaxis (Usagi match score=0.657922447),0.657922447
372,C0003402,Antioxidants,en_372,None,None,ANTIOXIDANT TABLET (Usagi match score=0.783344865),0.783344865
373,C0003404,Antiparasitic Agents,en_373,None,None,Antiparasitic therapeutic role (Usagi match score=0.516626775),0.516626775
374,C0003416,Antiprotozoal Agents,en_374,None,None,Antiprotozoal (Usagi match score=0.87308073),0.87308073
375,C0003419,Antipyretics,en_375,None,None,Antipyretic poisoning (Usagi match score=0.701512337),0.701512337
376,C0003440,Antithrombins,en_376,None,None,thrombin (Usagi match score=0.856323838),0.856323838
377,C0003445,Antitoxins,en_377,None,None,Toxin (Usagi match score=0.705788672),0.705788672
378,C0003449,Antitussive Agents,en_378,None,None,Poisoning by antitussive (Usagi match score=0.588683546),0.588683546
379,C0003451,Antiviral Agents,en_379,None,None,Antiviral (Usagi match score=0.705114365),0.705114365
380,C0003467,Anxiety,en_380,None,None,Anxiety (Usagi match score=1),1
381,C0003469,Anxiety Disorders,en_381,None,None,Anxiety disorder (Usagi match score=0.96578604),0.96578604
382,C0003493,Aortic Diseases,en_382,None,None,Aortic valve disorder (Usagi match score=0.644287407),0.644287407
383,C0003506,Aortic valve replacement NOS,en_383,None,None,Replacement of aortic valve (Usagi match score=0.815697134),0.815697134
